id,label,timeset,authority,hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
27,Mexico,,0.0,0.16275819,5,0.012147202778956305,1,24,0.6285714507102966,0.0,2.0,0.7441860465116279,0.828125,0.0
28,Morocco,,0.1304686,0.0,3,0.01682127821504882,1,7,0.7692307829856873,0.6502445325750521,0.0,0.0,0.0,0.0
29,Netherlands,,0.1911802,0.19116892,5,0.03200899996009715,1,16,0.5268816947937012,0.9383572356753651,2.0,0.8378378378378378,0.9032258064516129,4.179589854589855
30,New Zealand,,0.15693295,0.0,3,0.020476246894373298,1,3,0.7904411554336548,0.8242191793903294,0.0,0.0,0.0,0.0
31,Norway,,0.19369423,0.0,4,0.025708165014465486,1,10,0.6753246784210205,0.9381858899931158,0.0,0.0,0.0,0.0
32,Qatar,,0.13263021,0.0,3,0.018257655371390496,1,4,0.8461538553237915,0.7076934548642492,0.0,0.0,0.0,0.0
33,Singapore,,0.19921453,0.0,5,0.03289738380299262,1,14,0.6778656244277954,1.0,0.0,0.0,0.0,0.0
34,South Africa,,0.16977149,0.21652438,3,0.02269258952997158,1,16,0.4732620418071747,0.828181703428303,2.0,0.9393939393939394,0.967741935483871,4.26477133977134
35,South Korea,,0.1689508,0.18993588,5,0.0235923913810379,1,16,0.4879032373428345,0.8363132750645461,2.0,0.8378378378378378,0.9032258064516129,3.2986846486846484
36,Spain,,0.0,0.0,2,0.012147202778956305,3,25,0.0,0.0,0.0,0.0,0.0,0.0
37,Sweden,,0.185762,0.22856145,4,0.027384743958065644,1,16,0.4160739779472351,0.8807744030535135,1.0,1.0,1.0,18.21449383949384
38,Switzerland,,0.1832423,0.22866735,3,0.03372477433388919,1,16,0.4452380836009979,0.9378726837586958,1.0,1.0,1.0,6.979573204573206
39,Taiwan,,0.18277445,0.228687,5,0.0241096089169656,1,16,0.43618619441986084,0.8910375874083624,1.0,1.0,1.0,7.48402430902431
40,UAE,,0.15361243,0.0,3,0.023771635492369703,1,11,0.7720588445663452,0.8245618707548286,0.0,0.0,0.0,0.0
41,UK,,0.18961556,0.2283995,3,0.03895570388083468,1,16,0.4354354441165924,0.9383572356753651,1.0,1.0,1.0,8.309731934731936
42,US,,0.18401173,0.21035884,5,0.03702445244945505,1,16,0.47593581676483154,0.9378726837586958,2.0,0.9117647058823529,0.9516129032258065,5.171650571650572
