Source,Target,Type,Weight
38,18,Directed,10.2
38,9,Directed,10
38,29,Directed,9.8
38,40,Directed,9.6
38,21,Directed,9.4
38,3,Directed,9.2
38,23,Directed,9
38,6,Directed,8.8
38,8,Directed,8.6
38,22,Directed,8.4
38,24,Directed,8.2
38,34,Directed,8
38,19,Directed,7.8
38,37,Directed,7.6
38,30,Directed,7.4
38,32,Directed,7.1
38,2,Directed,6.9
38,28,Directed,6.7
38,11,Directed,6.5
38,35,Directed,6.3
38,39,Directed,6.1
38,12,Directed,5.9
38,31,Directed,5.7
42,9,Directed,14.1
42,41,Directed,13.9
42,8,Directed,13.7
42,22,Directed,13.5
42,14,Directed,13.3
42,11,Directed,13.1
42,4,Directed,12.9
42,15,Directed,12.7
42,18,Directed,12.5
42,25,Directed,12.3
42,29,Directed,12.2
42,19,Directed,12
42,33,Directed,11.8
42,38,Directed,11.6
42,6,Directed,11.4
42,23,Directed,11.2
42,39,Directed,11
42,2,Directed,10.8
42,35,Directed,10.6
42,40,Directed,10.4
42,21,Directed,10.3
42,37,Directed,10.1
42,3,Directed,9.9
42,12,Directed,9.7
42,34,Directed,9.5
42,24,Directed,9.3
42,31,Directed,9.1
42,32,Directed,8.9
42,30,Directed,8.7
42,28,Directed,8.5
