id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
31,Norway,,8,2,10,40.1,11.1,51.2,2.0,0.75,0.8333333333333334,0.0,0.17747091,0.031538382,4,0.008886573458666534,1,5,0.6555555462837219,0.17742492878244373
32,Qatar,,4,1,5,15.600000000000001,2.1,17.700000000000003,2.0,0.6,0.6666666666666666,0.0,0.09411812,0.015850019,4,0.008056798563386931,1,4,0.6499999761581421,0.09044688133591083
33,Singapore,,9,3,12,78.5,23.9,102.4,1.0,1.0,1.0,0.1801470588235294,0.19253102,0.041822195,8,0.01037126849788156,1,23,0.6136363744735718,0.20725621757649232
34,South Africa,,7,28,35,41.800000000000004,165.9000000953674,207.70000009536741,2.0,0.8888888888888888,0.9375,2.283333333333333,0.156034,0.32689735,8,0.008938477355516795,1,26,0.270114928483963,0.15164116018146664
35,South Korea,,29,1,30,253.60000047683718,6.0,259.6000004768372,2.0,0.6666666666666666,0.75,2.0,0.23923573,0.015850019,8,0.21593389608051394,1,2,0.2857142984867096,0.9354610530176912
36,Spain,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.007596213505996722,7,34,0.0,0.0
37,Sweden,,8,3,11,46.300000000000004,18.6,64.9,1.0,1.0,1.0,0.1801470588235294,0.17747091,0.041822195,4,0.009175320791752265,1,12,0.5909090638160706,0.17742492878244373
38,Switzerland,,8,32,40,73.3,268.09999971389766,341.39999971389767,1.0,1.0,1.0,8.48014705882353,0.16893564,0.3598119,4,0.010153266510836484,1,26,0.2388591766357422,0.17742492878244373
39,Taiwan,,9,2,11,64.80000000000001,11.7,76.50000000000001,2.0,0.75,0.8333333333333334,0.0,0.19253102,0.031538382,8,0.00994658362565083,1,21,0.6727272868156433,0.20725621757649232
40,UAE,,7,2,9,42.2,12.5,54.7,2.0,0.75,0.8333333333333334,0.0,0.15037124,0.031538382,8,0.009127180076018107,1,15,0.6111111044883728,0.14759363998839478
41,UK,,9,3,12,105.2,32.900000000000006,138.10000000000002,1.0,1.0,1.0,0.1801470588235294,0.19253102,0.041822195,4,0.011329819951503391,1,25,0.6136363744735718,0.20725621757649232
42,US,,8,29,37,89.5,311.0000005722046,400.5000005722046,2.0,0.9142857142857143,0.953125,5.546813725490196,0.17057791,0.33476847,8,0.010869687698967082,1,26,0.2688172161579132,0.17742492878244373
