Source,Target,Weight
25,28,5.86
25,30,4.99
25,32,3.37
25,24,3.04
26,18,10.04
26,11,9.23
26,14,7.73
26,15,7.03
26,39,6.73
26,38,6.39
26,42,6.33
26,29,6.15
26,22,5.84
26,2,5.83
26,33,5.73
26,9,5.30
26,6,4.75
26,8,4.73
26,35,4.52
26,25,4.44
26,41,4.39
26,30,4.28
26,34,3.89
26,40,3.59
26,4,2.89
26,37,1.54
26,12,1.01
26,31,0.49
26,28,0.46
26,23,0.32
26,19,-0.05
26,17,-1.29
26,3,-1.67
26,21,-2.38
27,42,9.34
27,41,7.64
27,8,7.18
27,15,6.08
27,14,6.04
27,38,5.88
27,9,5.45
27,22,5.28
27,29,4.73
27,37,3.63
27,25,2.67
27,33,2.50
27,2,2.32
27,35,2.32
27,3,1.93
27,6,0.53
27,21,0.34
27,12,0.20
27,31,-0.10
27,19,-0.20
27,34,-1.14
27,18,-2.25
27,39,-2.39
27,11,-2.72
27,40,-3.65
27,30,-4.71
27,17,-5.81
29,41,11.96
29,15,11.25
29,42,11.20
29,14,10.68
29,38,10.36
29,25,10.14
29,19,10.08
29,23,9.84
29,33,9.49
29,2,9.30
29,18,9.07
29,22,8.73
29,8,8.57
29,6,8.49
29,37,8.35
29,9,8.31
29,3,8.19
29,31,8.10
29,12,8.05
29,17,7.31
29,34,7.06
29,4,5.36
29,11,5.28
29,39,4.94
29,35,4.89
34,41,8.99
34,42,6.88
34,15,6.42
34,40,5.51
34,25,5.49
34,14,5.36
34,11,5.28
34,39,4.91
34,33,4.84
34,8,4.81
34,29,4.80
34,19,4.75
34,38,4.51
34,6,4.28
34,18,4.06
34,22,3.81
34,2,3.78
34,3,3.74
34,23,3.58
34,17,3.53
34,12,3.40
34,35,3.00
34,9,2.89
34,31,2.71
34,37,2.30
34,21,2.20
34,30,2.08
34,32,0.00
35,33,9.14
35,42,9.11
35,18,9.11
35,22,9.04
35,41,8.53
35,15,7.89
35,11,7.53
35,8,7.04
35,2,6.53
35,40,6.18
35,25,6.15
35,3,6.05
35,38,6.01
35,9,5.94
35,29,5.31
35,21,4.79
35,32,4.71
35,14,4.53
35,39,3.88
35,31,3.57
35,30,3.57
35,37,3.55
35,19,3.25
35,6,2.73
35,12,2.05
35,17,0.62
35,34,0.33
35,24,-0.22
35,28,-0.27
35,23,-0.54
35,4,-2.13
37,12,10.69
37,42,10.26
37,41,9.99
37,31,9.52
37,15,9.38
37,25,9.28
37,38,8.11
37,14,7.99
37,33,7.80
37,29,7.68
37,19,6.74
37,40,6.72
37,2,6.56
37,32,6.55
37,34,6.32
37,18,6.27
37,6,6.12
37,22,5.65
37,23,5.32
37,3,5.27
37,24,5.11
37,8,4.60
37,11,4.06
37,21,3.75
37,4,3.63
37,39,2.98
37,35,2.28
37,28,1.93
37,30,1.60
37,17,0.31
38,41,11.53
38,42,10.88
38,15,10.71
38,14,10.63
38,25,10.46
38,33,10.26
38,4,9.75
38,17,9.72
38,18,9.48
38,9,9.31
38,29,9.03
38,40,9.01
38,23,8.90
38,21,8.89
38,3,8.73
38,2,8.58
38,6,8.38
38,8,8.28
38,22,8.10
38,34,7.97
38,19,7.93
38,24,7.87
38,37,7.37
38,30,7.35
38,28,7.23
38,32,7.22
38,39,7.12
38,11,6.85
38,12,6.38
38,31,5.74
38,35,5.54
39,18,10.68
39,33,9.97
39,42,9.31
39,41,9.30
39,22,9.01
39,35,8.19
39,38,7.94
39,9,7.92
39,14,7.91
39,29,7.63
39,2,7.58
39,11,7.06
39,6,6.46
39,15,5.95
39,25,5.85
39,19,5.73
39,8,5.67
39,40,4.74
39,23,4.21
39,31,4.10
39,4,4.08
39,37,3.88
39,34,3.39
39,30,3.31
39,12,2.85
39,3,2.79
39,17,2.45
39,32,2.12
39,28,1.29
39,24,1.27
39,21,0.32
41,42,13.83
41,15,12.98
41,38,12.46
41,14,12.46
41,19,12.36
41,23,12.35
41,29,12.21
41,25,11.92
41,9,11.84
41,22,11.82
41,33,11.23
41,2,11.10
41,18,11.07
41,11,11.06
41,17,11.02
41,8,10.80
41,12,10.37
41,40,10.35
41,37,10.19
41,31,9.96
41,34,9.95
41,4,9.93
41,6,9.77
41,32,9.42
41,3,9.38
41,39,8.98
41,35,8.72
41,21,8.63
41,30,8.22
41,24,7.99
41,28,6.63
42,9,13.94
42,41,13.70
42,4,11.83
42,8,11.78
42,22,11.77
42,14,11.59
42,15,11.19
42,11,11.11
42,19,10.81
42,25,10.75
42,18,10.71
42,38,10.46
42,29,10.22
42,33,10.15
42,6,10.14
42,2,10.14
42,39,10.14
42,35,9.56
42,23,9.38
42,40,9.19
42,21,9.16
42,37,8.40
42,3,8.30
42,24,7.85
42,32,7.79
42,12,7.75
42,34,7.63
42,31,7.20
42,30,6.89
42,28,5.58
