id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
12,Denmark,,8,3,11,55.300000000000004,16.299999999999997,71.6,1.0,1.0,1.0,0.04,0.17016356,0.04447966,5,0.010491819161315356,1,9,0.6727272868156433,0.18536369081048845
13,Finland,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.00863204985415392,3,30,0.0,0.0
14,France,,8,32,40,86.6,322.5999999046326,409.1999999046326,1.0,1.0,1.0,6.39,0.16455476,0.3526091,5,0.01179651358964507,1,26,0.2557932138442993,0.15939834405384734
15,Germany,,9,3,12,98.6,32.199999999999996,130.79999999999998,1.0,1.0,1.0,0.09,0.18713479,0.04447966,9,0.012171666320931687,1,24,0.6136363744735718,0.18690714232347866
16,Greece,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.00863204985415392,4,31,0.0,0.0
17,Guernsey,,6,2,8,38.0,11.7,49.7,2.0,0.75,0.8333333333333334,0.0,0.13087612,0.031867754,5,0.009927053029809651,1,4,0.6964285969734192,0.13413954548971363
18,Hong Kong,,9,3,12,90.2,20.8,111.0,1.0,1.0,1.0,0.09,0.18713479,0.04447966,9,0.011818312273800136,1,21,0.6136363744735718,0.18690714232347866
19,Ireland,,33,2,35,341.19999980926514,7.0,348.19999980926514,1.0,1.0,1.0,3.59,0.2488227,0.028545784,5,0.1914790084179834,1,2,0.2602495551109314,0.9999999999999998
20,Isle of Man,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.00863204985415392,5,32,0.0,0.0
21,Israel,,8,3,11,53.9,17.099999999999998,71.0,1.0,1.0,1.0,0.04,0.17016356,0.04447966,9,0.010469681737029309,1,11,0.6727272868156433,0.18536369081048845
22,Japan,,8,3,11,80.0,24.799999999999997,104.8,1.0,1.0,1.0,0.09,0.16996887,0.04447966,9,0.011404167615233182,1,20,0.5909090638160706,0.15939834405384734
23,Jersey,,8,2,10,65.2,12.0,77.2,2.0,0.75,0.8333333333333334,0.0,0.17016356,0.031867754,5,0.010885371453539643,1,10,0.7222222089767456,0.18536369081048845
24,Jordan,,6,2,8,37.0,5.4,42.4,2.0,0.75,0.8333333333333334,0.0,0.1319674,0.031867754,5,0.009787111190755418,1,7,0.6785714030265808,0.130923317347699
25,Luxembourg,,9,3,12,90.0,27.3,117.3,1.0,1.0,1.0,0.09,0.18713479,0.04447966,5,0.011835833099363455,1,14,0.6136363744735718,0.18690714232347866
26,Macao,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.00863204985415392,6,33,0.0,0.0
27,Mexico,,25,0,25,131.1,0.0,131.1,0.0,0.0,0.0,0.0,0.19694698,0.0,9,0.18963240795546482,1,1,0.3233333230018616,0.973553162344279
28,Morocco,,6,2,8,33.7,5.5,39.2,2.0,0.75,0.8333333333333334,0.0,0.1319674,0.031867754,5,0.009677354016830631,1,3,0.6785714030265808,0.130923317347699
29,Netherlands,,8,23,31,79.7,238.99999980926515,318.69999980926514,2.0,0.7804878048780488,0.859375,1.7400000000000002,0.16996887,0.26806223,5,0.011399462844072112,1,26,0.3415384590625763,0.15939834405384734
30,New Zealand,,7,3,10,45.0,10.7,55.7,1.0,1.0,1.0,0.04,0.1506455,0.04447966,5,0.010157209625259078,1,15,0.6555555462837219,0.1578548925408571
31,Norway,,9,3,12,53.099999999999994,17.9,71.0,1.0,1.0,1.0,0.09,0.18713479,0.04447966,5,0.01042455542162734,1,5,0.6136363744735718,0.18690714232347866
32,Qatar,,9,2,11,59.3,10.4,69.7,2.0,0.75,0.8333333333333334,0.0,0.18713479,0.031867754,5,0.010752369424581328,1,12,0.6545454263687134,0.18690714232347866
33,Singapore,,9,3,12,88.0,23.8,111.8,1.0,1.0,1.0,0.09,0.18713479,0.04447966,9,0.011746065384693178,1,22,0.6136363744735718,0.18690714232347866
34,South Africa,,7,29,36,55.1,177.09999999999997,232.19999999999996,2.0,0.9142857142857143,0.953125,2.3900000000000006,0.14913332,0.32840732,9,0.010443238400089323,1,26,0.2816092073917389,0.15843211561733006
35,South Korea,,33,2,35,255.0999996185303,10.5,265.5999996185303,1.0,1.0,1.0,3.59,0.2488227,0.028545784,9,0.21172781129393994,1,2,0.2602495551109314,1.0
36,Spain,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.00863204985415392,7,34,0.0,0.0
37,Sweden,,8,3,11,57.6,14.3,71.9,1.0,1.0,1.0,0.09,0.16761674,0.04447966,5,0.010619167627397263,1,16,0.5909090638160706,0.15939834405384734
38,Switzerland,,8,32,40,75.20000000000002,305.2999997138977,380.49999971389775,1.0,1.0,1.0,6.39,0.16455476,0.3526091,5,0.011317071594625448,1,26,0.2557932138442993,0.15939834405384734
39,Taiwan,,8,2,10,60.4,13.6,74.0,2.0,0.75,0.8333333333333334,0.0,0.16996887,0.031867754,9,0.010729036265714493,1,18,0.6333333253860474,0.15939834405384734
40,UAE,,9,3,12,77.60000000000001,13.8,91.4,1.0,1.0,1.0,0.09,0.18713479,0.04447966,5,0.011424107548767964,1,17,0.6136363744735718,0.18690714232347866
41,UK,,9,3,12,109.29999999999998,33.3,142.59999999999997,1.0,1.0,1.0,0.09,0.18713479,0.04447966,9,0.012558786493355895,1,25,0.6136363744735718,0.18690714232347866
42,US,,7,31,38,81.5,365.3999998092652,446.8999998092652,2.0,0.9696969696969697,0.984375,4.423333333333334,0.14549524,0.3454487,9,0.011709076067385919,1,26,0.2660984992980957,0.13568299700270386
