id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
2,Australia,,22,31,53,140.59,199.46000000000004,340.05000000000007,1.0,1.0,1.0,5.18998223998224,0.17984664,0.21940698,1,0.02822013249151726,0,15,0.4534534513950348,0.938840998474286
42,US,,22,30,52,213.23999999999998,295.11,508.35,2.0,0.96875,0.9838709677419355,4.678754578754579,0.18051551,0.21322949,1,0.037561229577874576,0,15,0.45495495200157166,0.9388409984742863
41,UK,,23,31,54,228.17000000000002,328.99999999999994,557.17,1.0,1.0,1.0,5.998723498723499,0.1866533,0.2191332,0,0.03902122524261968,0,15,0.4452347159385681,0.9393212677996544
33,Singapore,,23,0,23,167.85999999999999,0.0,167.85999999999999,0.0,0.0,0.0,0.0,0.18909197,0.0,0,0.03153897606697529,0,13,0.7015810012817383,0.99935509525635
18,Hong Kong,,24,0,24,167.88,0.0,167.88,0.0,0.0,0.0,0.0,0.1954672,0.0,1,0.03081927315690377,0,10,0.6666666865348816,1.0
22,Japan,,24,0,24,164.04000000000002,0.0,164.04000000000002,0.0,0.0,0.0,0.0,0.19060728,0.0,1,0.03080114554359847,0,9,0.6485507488250732,1.0
11,China,,24,0,24,146.04,0.0,146.04,0.0,0.0,0.0,0.0,0.19054459,0.0,1,0.029159114573508893,0,7,0.614130437374115,0.9508920620831344
38,Switzerland,,23,31,54,194.95,265.19999999999993,460.1499999999999,1.0,1.0,1.0,5.998723498723499,0.1866533,0.2191332,0,0.03449090346132234,0,15,0.4452347159385681,0.9393212677996544
15,Germany,,24,0,24,211.82999999999998,0.0,211.82999999999998,0.0,0.0,0.0,0.0,0.1954672,0.0,1,0.036601758128028586,0,14,0.6666666865348816,1.0
8,Canada,,24,19,43,162.48999999999995,139.02,301.51,2.0,0.7209302325581395,0.8064516129032258,6.938278388278388,0.19134481,0.14016536,1,0.03377976922326193,0,15,0.5131048560142517,0.9398015371250231
39,Taiwan,,22,31,53,101.67000000000002,172.96,274.63,1.0,1.0,1.0,5.284920634920635,0.18020494,0.21939257,1,0.023162830345701945,0,15,0.44594594836235046,0.892530799816663
30,New Zealand,,20,0,20,76.44999999999999,0.0,76.44999999999999,0.0,0.0,0.0,0.0,0.16929671,0.0,0,0.019632063411063293,0,6,0.6763157844543457,0.8280801527768616
29,Netherlands,,23,25,48,179.29000000000002,215.00000000000003,394.2900000000001,2.0,0.8378378378378378,0.9032258064516129,3.0389277389277383,0.188168,0.18147363,1,0.032344595754564026,0,15,0.5262096524238586,0.9393212677996544
19,Ireland,,23,31,54,152.73,169.98000000000002,322.71000000000004,1.0,1.0,1.0,16.532600732600734,0.18136346,0.21934597,0,0.030994134432557344,0,15,0.4324324429035187,0.9393212677996544
14,France,,22,31,53,181.4,274.44,455.84000000000003,1.0,1.0,1.0,5.139010989010989,0.18026774,0.21939005,0,0.03306233375127774,0,15,0.4542042016983032,0.938840998474286
9,Cayman Islands,,20,0,20,155.89,0.0,155.89,0.0,0.0,0.0,0.0,0.16654977,0.0,1,0.029165108397865534,0,8,0.6684210300445557,0.8277951837163595
35,South Korea,,21,31,52,103.37,143.98000000000002,247.35000000000002,1.0,1.0,1.0,4.425208125208125,0.17381938,0.2196494,1,0.023605186788379664,0,15,0.45495495200157166,0.8920505304912943
40,UAE,,20,0,20,116.52,0.0,116.52,0.0,0.0,0.0,0.0,0.16813783,0.0,0,0.024715771675991875,0,12,0.7236841917037964,0.8882786156518387
6,Bermuda,,21,0,21,119.54999999999998,0.0,119.54999999999998,0.0,0.0,0.0,0.0,0.17585745,0.0,0,0.02575875501391957,0,11,0.7404761910438538,0.9489573478521844
31,Norway,,23,0,23,127.39999999999999,0.0,127.39999999999999,0.0,0.0,0.0,0.0,0.1898295,0.0,2,0.025915523824281802,0,5,0.6600790619850159,0.9391566323813733
25,Luxembourg,,22,31,53,168.18000000000004,239.18000000000004,407.36000000000007,1.0,1.0,1.0,5.1992673992673994,0.17984569,0.21940702,0,0.03130181820170785,0,15,0.4534534513950348,0.938840998474286
34,South Africa,,23,28,51,117.1,117.91,235.01,2.0,0.9117647058823529,0.9516129032258065,4.17026307026307,0.18737185,0.20126808,0,0.02456916689975204,0,15,0.4848739504814148,0.9393212677996544
37,Sweden,,23,30,53,127.36,182.46999999999997,309.83,2.0,0.96875,0.9838709677419355,14.921522921522921,0.18279411,0.21258952,2,0.027812689152387087,0,15,0.43527737259864807,0.8825802384518839
21,Israel,,21,0,21,93.09,0.0,93.09,0.0,0.0,0.0,0.0,0.17493443,0.0,0,0.022367604202641573,0,1,0.6833333373069763,0.8889235203954886
12,Denmark,,20,29,49,113.83,187.4,301.23,2.0,0.9393939393939394,0.967741935483871,3.067171717171717,0.1663744,0.20769341,2,0.02441440712290548,0,15,0.4815126061439514,0.8279598191346405
23,Jersey,,18,31,49,118.24,204.47000000000003,322.71000000000004,1.0,1.0,1.0,1.9793706293706292,0.15309018,0.22048317,0,0.024911392223074275,0,15,0.4777183532714844,0.8801788918250404
24,Jordan,,15,0,15,61.16000000000001,0.0,61.16000000000001,0.0,0.0,0.0,0.0,0.1314699,0.0,0,0.018130033372291347,0,2,0.8619047403335571,0.7648218016019146
3,Austria,,22,29,51,119.17999999999998,165.51,284.68999999999994,2.0,0.9393939393939394,0.967741935483871,4.302958152958153,0.18152383,0.20649706,1,0.02503410320711217,0,15,0.44736841320991516,0.8820999691265151
4,Bahamas,,21,0,21,125.41000000000001,0.0,125.41000000000001,0.0,0.0,0.0,0.0,0.17383051,0.0,0,0.025003070547861123,0,4,0.6738095283508301,0.8778329954373779
32,Qatar,,18,0,18,81.67,0.0,81.67,0.0,0.0,0.0,0.0,0.15279885,0.0,0,0.020358856633874715,0,3,0.8039215803146362,0.8758982812064277
17,Guernsey,,18,22,40,80.63000000000001,126.74000000000001,207.37,2.0,0.775,0.8548387096774194,1.1343156843156843,0.1529172,0.16006051,0,0.019926308397776836,0,15,0.5701970458030701,0.7705432201966328
28,Morocco,,16,0,16,51.28000000000001,0.0,51.28000000000001,0.0,0.0,0.0,0.0,0.13814735,0.0,0,0.016986444176529888,0,0,0.7333333492279053,0.71261636584099
5,Belgium,,0,32,32,0.0,246.58999999999992,246.58999999999992,1.0,1.0,1.0,0.0,0.0,0.22664072,0,0.011883429362732413,0,16,0.49495968222618103,0.0
7,Brazil,,0,23,23,0.0,117.49999999999999,117.49999999999999,2.0,0.7804878048780488,0.859375,0.0,0.0,0.16895415,1,0.011883429362732413,0,17,0.5474308133125305,0.0
10,Chile,,0,23,23,0.0,103.12,103.12,2.0,0.7804878048780488,0.859375,0.0,0.0,0.16897775,1,0.011883429362732413,0,18,0.5395256876945496,0.0
13,Finland,,0,22,22,0.0,107.22000000000003,107.22000000000003,2.0,0.7619047619047619,0.84375,0.0,0.0,0.1585024,2,0.011883429362732413,0,19,0.5411255359649658,0.0
16,Greece,,0,5,5,0.0,14.690000000000001,14.690000000000001,2.0,0.5423728813559322,0.578125,0.0,0.0,0.037673842,1,0.011883429362732413,0,20,0.550000011920929,0.0
20,Isle of Man,,0,32,32,0.0,182.20999999999995,182.20999999999995,1.0,1.0,1.0,0.0,0.0,0.22664072,0,0.011883429362732413,0,21,0.49495968222618103,0.0
