Source,Target,Type,Weight
34,21,Directed,4.382026635
34,37,Directed,4.025351691
34,3,Directed,3.688879454
34,30,Directed,3.33220451
34,35,Directed,2.995732274
34,9,Directed,2.63905733
34,24,Directed,2.302585093
22,35,Directed,11.59269737
42,35,Directed,11.26688425
33,35,Directed,10.94105742
18,35,Directed,10.6152602
41,35,Directed,10.28942999
11,35,Directed,9.963641475
15,35,Directed,9.637827864
2,35,Directed,9.311994026
8,35,Directed,8.98619632
40,35,Directed,8.66042736
25,35,Directed,8.334471555
3,35,Directed,8.008698183
9,35,Directed,7.68294317
29,35,Directed,7.356918242
39,35,Directed,7.030857476
14,35,Directed,6.705639095
38,35,Directed,6.380122537
30,35,Directed,6.054439346
31,35,Directed,5.726847748
32,35,Directed,5.402677382
19,35,Directed,5.075173815
6,35,Directed,4.753590191
12,35,Directed,4.418840608
37,35,Directed,4.094344562
34,35,Directed,3.784189634
23,35,Directed,3.433987204
24,35,Directed,3.135494216
38,41,Directed,11.80056004
38,14,Directed,11.57323945
38,15,Directed,11.34591411
38,42,Directed,11.11859316
38,25,Directed,10.89126139
38,33,Directed,10.66394285
38,4,Directed,10.43661268
38,9,Directed,10.20927964
38,17,Directed,9.981975206
38,18,Directed,9.754639456
38,23,Directed,9.527338499
38,40,Directed,9.299998244
38,29,Directed,9.072686207
38,6,Directed,8.845345196
38,21,Directed,8.617943095
38,3,Directed,8.390722527
38,8,Directed,8.163371316
38,2,Directed,7.935945103
38,22,Directed,7.708859601
38,24,Directed,7.481555702
38,19,Directed,7.254177846
38,34,Directed,7.026426809
38,39,Directed,6.799055862
38,30,Directed,6.572282543
38,37,Directed,6.345636361
38,28,Directed,6.118097198
38,32,Directed,5.888877958
38,11,Directed,5.66296048
38,12,Directed,5.433722004
38,31,Directed,5.209486153
38,35,Directed,4.983606622
42,9,Directed,14.01123851
42,41,Directed,13.77125037
42,4,Directed,13.53126125
42,8,Directed,13.29127374
42,22,Directed,13.05128405
42,15,Directed,12.81129531
42,14,Directed,12.57130586
42,11,Directed,12.33132108
42,25,Directed,12.09132936
42,19,Directed,11.85133867
42,38,Directed,11.61135804
42,18,Directed,11.3713619
42,33,Directed,11.13137218
42,39,Directed,10.89139172
42,6,Directed,10.65140697
42,2,Directed,10.41141899
42,29,Directed,10.17141325
42,21,Directed,9.931443129
42,23,Directed,9.691469384
42,35,Directed,9.451481
42,40,Directed,9.211439767
42,37,Directed,8.971448464
42,34,Directed,8.731497794
42,31,Directed,8.491465043
42,24,Directed,8.251403065
42,12,Directed,8.011686729
42,3,Directed,7.77148876
42,32,Directed,7.531552381
42,30,Directed,7.291656209
42,28,Directed,7.051855623
