Source,Target,Type,Weight
2,42,Directed,10.52077908
2,41,Directed,10.20040188
2,33,Directed,9.880014196
2,18,Directed,9.559658319
2,22,Directed,9.239219332
2,38,Directed,8.91891798
2,11,Directed,8.59858883
2,8,Directed,8.278174291
2,15,Directed,7.957877358
2,39,Directed,7.637234389
2,30,Directed,7.317212408
2,14,Directed,6.996681488
2,29,Directed,6.675823222
2,40,Directed,6.356107661
2,9,Directed,6.035481433
2,25,Directed,5.713732806
2,34,Directed,5.393627546
2,19,Directed,5.075173815
2,35,Directed,4.753590191
2,37,Directed,4.430816799
2,6,Directed,4.110873864
2,3,Directed,3.784189634
2,23,Directed,3.465735903
2,21,Directed,3.135494216
2,12,Directed,2.833213344
2,24,Directed,2.48490665
2,31,Directed,2.197224577
2,17,Directed,1.791759469
2,32,Directed,1.609437912
2,4,Directed,1.098612289
2,28,Directed,0.693147181
5,29,Directed,12.60658216
5,41,Directed,12.29943548
5,25,Directed,11.99228519
5,14,Directed,11.68513776
5,22,Directed,11.37798737
5,15,Directed,11.07083268
5,42,Directed,10.76369459
5,19,Directed,10.45653899
5,38,Directed,10.14940969
5,9,Directed,9.842250243
5,18,Directed,9.535101443
5,23,Directed,9.227983807
5,33,Directed,8.920789888
5,35,Directed,8.613593686
5,11,Directed,8.30647216
5,12,Directed,7.999342953
5,40,Directed,7.69211334
5,3,Directed,7.385230923
5,4,Directed,7.077498054
5,6,Directed,6.770789424
5,34,Directed,6.463029457
5,32,Directed,6.156978986
5,39,Directed,5.84932478
5,37,Directed,5.541263545
5,8,Directed,5.236441963
5,31,Directed,4.927253685
5,17,Directed,4.624972813
5,2,Directed,4.317488114
5,21,Directed,4.007333185
5,28,Directed,3.688879454
5,24,Directed,3.401197382
5,30,Directed,3.091042453
7,42,Directed,10.85947965
7,9,Directed,10.39769587
7,3,Directed,9.935906339
7,41,Directed,9.474165108
7,14,Directed,9.012377119
7,4,Directed,8.550627968
7,22,Directed,8.088868789
7,15,Directed,7.627057417
7,29,Directed,7.165493475
7,8,Directed,6.703188113
7,38,Directed,6.242223265
7,19,Directed,5.780743516
7,18,Directed,5.318119994
7,25,Directed,4.859812404
7,39,Directed,4.394449155
7,17,Directed,3.931825633
7,12,Directed,3.465735903
7,11,Directed,2.995732274
7,31,Directed,2.564949357
7,37,Directed,2.079441542
7,35,Directed,1.609437912
7,33,Directed,1.098612289
7,6,Directed,0.693147181
7,34,Directed,0
7,40,Directed,0
8,42,Directed,12.62592706
8,41,Directed,12.33385002
8,15,Directed,12.04176977
8,18,Directed,11.74968786
8,11,Directed,11.45761358
8,14,Directed,11.16553585
8,39,Directed,10.87345174
8,33,Directed,10.5813688
8,2,Directed,10.28929402
8,6,Directed,9.997205556
8,38,Directed,9.705158558
8,22,Directed,9.413036288
8,19,Directed,9.120962561
8,29,Directed,8.828933529
8,25,Directed,8.536799721
8,40,Directed,8.244859396
8,35,Directed,7.952615112
8,21,Directed,7.660585462
8,31,Directed,7.368339686
8,12,Directed,7.076653815
14,41,Directed,13.24484469
14,15,Directed,12.99223419
14,42,Directed,12.73962309
14,25,Directed,12.4870133
14,38,Directed,12.23440254
14,29,Directed,11.98179095
14,19,Directed,11.72918135
14,18,Directed,11.47657264
14,22,Directed,11.22396257
14,33,Directed,10.97134849
14,9,Directed,10.71874174
14,17,Directed,10.46612734
14,23,Directed,10.2135058
14,11,Directed,9.960907043
14,2,Directed,9.70826311
14,12,Directed,9.455714972
14,3,Directed,9.203114327
14,8,Directed,8.95040316
14,37,Directed,8.697846691
14,40,Directed,8.445267452
14,31,Directed,8.192570471
14,4,Directed,7.939871576
14,6,Directed,7.687538766
14,28,Directed,7.434847875
14,30,Directed,7.182352112
14,32,Directed,6.929516771
14,21,Directed,6.677083461
14,24,Directed,6.424869024
14,34,Directed,6.171700597
14,35,Directed,5.918893854
14,39,Directed,5.666426688
41,19,Directed,11.57583453
14,19,Directed,11.25243045
15,19,Directed,10.92902723
42,19,Directed,10.60561925
29,19,Directed,10.28223216
12,19,Directed,9.958827648
38,19,Directed,9.63541201
9,19,Directed,9.311994026
25,19,Directed,8.988570876
4,19,Directed,8.665268309
8,19,Directed,8.34188697
33,19,Directed,8.018296139
18,19,Directed,7.694848072
6,19,Directed,7.371489295
11,19,Directed,7.048386409
23,19,Directed,6.725033642
31,19,Directed,6.401917197
39,19,Directed,6.077642243
17,19,Directed,5.755742214
37,19,Directed,5.429345629
21,19,Directed,5.105945474
3,19,Directed,4.787491743
2,19,Directed,4.465908119
35,19,Directed,4.143134726
22,19,Directed,3.80666249
34,19,Directed,3.496507561
40,19,Directed,3.17805383
30,19,Directed,2.833213344
28,19,Directed,2.48490665
32,19,Directed,2.197224577
24,19,Directed,1.945910149
42,27,Directed,11.51971238
41,27,Directed,11.03921899
8,27,Directed,10.55872516
14,27,Directed,10.07823886
29,27,Directed,9.597777278
9,27,Directed,9.117237754
15,27,Directed,8.636752426
22,27,Directed,8.156223323
38,27,Directed,7.676009932
17,27,Directed,7.19518732
25,27,Directed,6.715383386
33,27,Directed,6.234410726
37,27,Directed,5.752572639
35,27,Directed,5.272999559
2,27,Directed,4.795790546
3,27,Directed,4.317488114
21,27,Directed,3.828641396
19,27,Directed,3.36729583
31,27,Directed,2.890371758
11,27,Directed,2.397895273
12,27,Directed,1.945910149
34,27,Directed,1.386294361
6,27,Directed,1.098612289
18,27,Directed,0.693147181
30,27,Directed,0
39,27,Directed,0
29,41,Directed,12.94498399
29,42,Directed,12.67821149
29,15,Directed,12.41143912
29,14,Directed,12.14466522
29,38,Directed,11.87789491
29,25,Directed,11.61112238
29,19,Directed,11.34435296
29,23,Directed,11.0775783
29,33,Directed,10.81079808
29,9,Directed,10.54402478
29,2,Directed,10.27725557
29,18,Directed,10.0105017
29,8,Directed,9.743729514
29,22,Directed,9.476926481
29,37,Directed,9.210140352
29,3,Directed,8.943375541
29,6,Directed,8.676587244
29,35,Directed,8.409830673
29,12,Directed,8.14322675
29,17,Directed,7.876258882
29,31,Directed,7.609366538
29,34,Directed,7.342779189
29,4,Directed,7.075808864
29,11,Directed,6.809039306
29,39,Directed,6.542471961
34,41,Directed,11.31581509
34,25,Directed,10.96897385
34,42,Directed,10.6221319
34,15,Directed,10.27529246
34,11,Directed,9.928424038
34,39,Directed,9.581559041
34,14,Directed,9.234740259
34,18,Directed,8.887928819
34,38,Directed,8.541105011
34,29,Directed,8.194229305
34,19,Directed,7.847371836
34,33,Directed,7.500529485
34,22,Directed,7.153833802
34,2,Directed,6.80682936
34,6,Directed,6.459904454
34,17,Directed,6.11368218
34,8,Directed,5.765191103
34,40,Directed,5.420534999
34,31,Directed,5.075173815
34,12,Directed,4.727387819
