id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
2,Australia,,7,32,39,59.746494267,195.31740025847512,255.06389452547512,1.0,1.0,1.0,4.821794871794872,0.14683694,0.35540783,1,0.011160181904026269,0,25,0.2443181872367859,0.16727551250076306
42,US,,8,31,39,91.92844002,349.33472406001414,441.2631640800141,2.0,0.9696969696969697,0.984375,6.19860646599777,0.16638891,0.34447053,0,0.01274822430472856,0,25,0.2594696879386902,0.16822223302453954
41,UK,,9,3,12,107.38530666799998,32.90448351,140.28979017799998,1.0,1.0,1.0,0.08193979933110368,0.18857896,0.04413188,0,0.013197552255911009,0,24,0.6287878751754761,0.1964870649773022
33,Singapore,,9,3,12,81.558776258,25.193764285,106.752540543,1.0,1.0,1.0,0.08193979933110368,0.18857896,0.04413188,1,0.012069996180573014,0,22,0.6287878751754761,0.1964870649773022
18,Hong Kong,,9,3,12,87.663572131,19.003255453,106.666827584,1.0,1.0,1.0,0.08193979933110368,0.18857896,0.04413188,1,0.012391142961745684,0,21,0.6287878751754761,0.1964870649773022
22,Japan,,9,3,12,86.733978283,23.555583183000003,110.28956146600001,1.0,1.0,1.0,0.08193979933110368,0.18857896,0.04413188,0,0.012358664466990781,0,20,0.6287878751754761,0.1964870649773022
38,Switzerland,,8,32,40,79.280469994,283.80565818151825,363.08612817551824,1.0,1.0,1.0,6.648606465997771,0.1657629,0.35418868,1,0.012075373216223855,0,25,0.2513369023799896,0.16822223302453954
11,China,,9,3,12,76.051058791,19.409923156999998,95.460981948,1.0,1.0,1.0,0.08193979933110368,0.18857896,0.04413188,1,0.01192191286922085,0,19,0.6287878751754761,0.1964870649773022
8,Canada,,8,21,29,66.1317732,224.91045658233008,291.0422297823301,2.0,0.7441860465116279,0.828125,0.7819397993311037,0.17242493,0.2507683,1,0.011531195134767804,0,25,0.37137681245803833,0.16822223302453954
15,Germany,,9,3,12,98.533712415,29.20360752,127.73731993499999,1.0,1.0,1.0,0.08193979933110368,0.18857896,0.04413188,1,0.012810289113247076,0,23,0.6287878751754761,0.1964870649773022
39,Taiwan,,9,3,12,68.235365336,13.108499719000001,81.34386505500001,1.0,1.0,1.0,0.08193979933110368,0.18857896,0.04413188,1,0.011685527819129581,0,18,0.6287878751754761,0.1964870649773022
30,New Zealand,,6,3,9,34.786750235,8.88765269,43.674402924999995,1.0,1.0,1.0,0.038461538461538464,0.13415574,0.04413188,1,0.01025799932878907,0,15,0.6388888955116272,0.13844692305873244
14,France,,8,32,40,84.38368300600001,321.16284530133055,405.54652830733056,1.0,1.0,1.0,6.648606465997771,0.1657629,0.35418868,0,0.012341764938308276,0,25,0.2513369023799896,0.16822223302453954
