Source,Target,Weight
13,17,2.20
13,9,1.79
13,2,1.39
13,18,0.69
13,6,0.00
13,39,0.00
13,28,0.00
13,34,0.00
14,41,13.09
14,42,12.23
14,15,11.54
14,38,11.32
14,25,11.21
14,22,10.50
14,29,10.43
14,19,10.31
14,33,10.30
14,17,10.23
14,18,9.99
14,9,9.97
14,23,9.58
14,31,9.23
14,4,8.70
14,35,8.62
14,3,8.26
14,2,8.22
14,28,8.05
14,8,8.03
14,6,7.94
14,40,7.87
14,34,7.86
14,37,7.79
14,12,7.78
14,21,7.71
14,11,7.27
14,32,7.07
14,24,6.60
14,39,6.42
14,30,4.42
16,8,4.89
16,19,4.78
16,37,3.83
16,22,1.79
17,38,11.24
17,41,9.65
17,23,9.53
17,19,8.78
17,15,8.77
17,14,8.40
17,42,7.82
17,33,7.45
17,29,7.29
17,9,6.63
17,34,6.52
17,18,6.36
17,4,6.13
17,2,6.02
17,8,5.96
17,25,5.31
17,22,5.11
17,37,4.13
17,40,3.81
17,30,3.71
17,31,3.71
17,6,3.43
17,3,3.40
17,12,3.22
17,21,1.61
17,24,0.00
19,41,12.92
19,42,11.58
19,15,11.43
19,14,10.61
19,29,10.09
19,9,9.95
19,38,9.32
19,22,9.05
19,25,9.03
19,12,8.91
19,8,8.57
19,3,8.42
19,33,7.99
19,37,7.83
19,17,7.60
19,4,7.21
19,18,7.09
19,6,6.77
19,40,6.54
19,34,6.16
19,11,5.95
19,2,5.93
19,23,5.87
19,31,5.84
19,28,4.55
19,21,4.49
19,39,4.34
19,30,4.01
19,32,3.89
19,24,2.30
19,35,0.69
20,41,9.87
20,38,9.07
20,23,7.86
20,34,7.66
20,19,7.66
20,42,7.58
20,17,7.52
20,2,6.62
20,9,6.53
20,8,6.35
20,14,6.29
20,18,6.28
20,33,5.99
20,15,5.85
20,29,5.56
20,22,5.46
20,25,4.56
20,37,4.52
20,4,4.38
20,31,3.95
20,3,3.58
20,12,3.22
23,38,11.48
23,41,11.16
23,42,10.45
23,17,9.86
23,19,8.92
23,25,8.87
23,33,8.77
23,15,8.63
23,18,8.56
23,14,8.04
23,6,7.54
23,29,7.51
23,40,7.42
23,34,7.40
23,9,7.37
23,2,7.20
23,8,7.14
23,4,6.63
23,22,6.36
23,21,6.31
23,30,5.93
23,37,5.29
23,11,5.08
23,32,4.93
23,39,4.93
23,31,4.84
23,24,4.77
23,12,4.48
23,3,4.32
23,35,3.61
23,28,3.53
25,15,12.20
25,38,11.64
25,41,10.70
25,14,10.36
25,18,9.22
25,42,9.06
25,29,9.05
25,33,8.89
25,9,8.86
25,12,8.71
25,22,8.60
25,19,8.40
25,17,7.99
25,8,7.74
25,4,7.67
25,23,7.59
25,3,7.48
25,37,7.30
25,31,7.30
25,6,6.81
25,21,6.59
25,11,6.34
25,40,6.11
25,34,5.86
25,2,5.77
25,39,5.61
25,28,5.11
25,30,4.91
25,24,4.25
25,32,3.53
25,35,3.47
27,42,8.21
27,41,6.41
27,29,5.91
27,15,5.59
27,14,4.95
27,9,3.47
27,38,3.33
27,25,2.83
27,8,2.77
27,2,1.10
27,11,1.10
27,22,1.10
27,33,1.10
27,12,0.69
27,37,0.69
27,31,0.00
29,41,12.36
29,38,11.34
29,42,10.90
29,15,10.61
29,14,10.40
29,9,10.39
29,19,9.95
29,22,9.77
29,23,9.76
29,18,9.68
29,25,9.34
29,33,8.74
29,3,8.37
29,37,8.33
29,2,8.32
29,17,8.25
29,34,7.92
29,12,7.53
29,8,7.40
29,4,7.31
29,11,7.27
29,6,7.14
29,39,5.98
29,31,5.92
29,35,4.17
35,18,10.34
35,33,9.83
35,42,9.24
35,15,8.92
35,11,8.87
35,22,8.64
35,41,8.23
35,14,7.71
35,29,7.69
35,38,7.53
35,39,7.13
35,2,7.10
35,40,6.81
35,3,5.38
35,25,5.31
35,21,4.93
35,19,4.88
35,30,4.57
35,8,4.53
35,9,4.32
35,31,2.48
35,37,2.08
35,6,1.39
35,12,1.10
35,23,0.00
35,34,0.00
37,41,10.34
37,12,10.25
37,42,10.07
37,9,9.36
37,15,9.18
37,31,8.89
37,38,8.75
37,29,8.31
37,25,8.22
37,33,7.78
37,18,7.71
37,4,7.31
37,14,7.20
37,6,6.71
37,3,6.51
37,11,6.28
37,19,6.25
37,40,6.17
37,8,5.90
37,21,5.88
37,34,5.88
37,2,5.85
37,24,5.73
37,23,5.46
37,17,5.23
37,39,5.22
37,35,4.30
37,22,4.29
37,28,3.69
37,32,3.40
37,30,1.39
38,41,11.91
38,42,11.69
38,15,11.35
38,14,10.72
38,23,10.62
38,33,10.42
38,25,10.29
38,4,10.09
38,17,9.94
38,18,9.93
38,9,9.74
38,22,9.73
38,40,9.53
38,29,9.29
38,21,9.13
38,3,8.56
38,6,8.43
38,8,8.41
38,24,8.29
38,39,8.28
38,2,7.97
38,19,7.88
38,28,7.78
38,34,7.75
38,11,7.69
38,37,7.43
38,12,7.25
38,30,7.00
38,32,6.84
38,31,6.65
38,35,6.03
39,18,9.72
39,42,9.29
39,33,8.39
39,22,7.90
39,41,7.80
39,14,7.77
39,9,7.48
39,38,7.48
39,29,6.78
39,2,6.22
39,25,5.93
39,8,5.69
39,15,5.67
39,6,5.65
39,19,5.28
39,31,4.65
39,4,4.50
39,40,4.43
39,37,4.36
39,11,4.26
39,30,4.25
39,35,3.85
39,23,3.43
39,3,3.33
39,12,3.00
39,34,2.48
39,28,2.30
39,21,2.08
39,17,1.39
39,24,0.00
41,42,13.57
41,15,13.18
41,29,12.86
41,23,12.57
41,38,12.48
41,14,12.34
41,9,12.32
41,19,12.09
41,22,12.09
41,33,11.44
41,25,11.38
41,18,11.30
41,17,11.01
41,31,10.95
41,4,10.62
41,2,10.55
41,12,10.38
41,8,10.32
41,6,10.24
41,37,10.19
41,40,10.10
41,34,10.09
41,3,9.96
41,11,9.93
41,21,9.53
41,39,9.23
41,35,8.63
41,32,8.40
41,30,8.20
41,24,8.19
41,28,8.16
42,9,13.81
42,41,13.67
42,4,12.44
42,15,11.26
42,14,11.07
42,22,11.01
42,38,10.89
42,25,10.65
42,6,10.57
42,31,10.54
42,8,10.39
42,23,10.36
42,18,10.27
42,33,10.24
42,2,9.97
42,39,9.94
42,11,9.86
42,29,9.72
42,19,9.26
42,35,9.06
42,21,8.61
42,30,8.19
42,24,7.56
42,3,7.16
42,34,7.03
42,37,6.96
42,12,6.69
42,28,5.25
