Source,Target,Weight
12,2,5.90
12,4,5.74
12,40,5.63
12,17,5.61
12,22,5.53
12,11,5.44
12,21,5.39
12,8,5.34
12,24,4.87
12,9,4.86
12,32,4.37
12,34,3.82
12,30,3.27
12,23,2.63
12,6,2.58
12,39,2.05
12,28,1.44
13,37,11.24
13,41,10.00
13,15,9.56
13,12,9.21
13,38,8.49
13,25,8.25
13,29,7.93
13,19,7.43
13,14,7.09
13,33,6.98
13,4,5.69
13,18,3.08
13,8,2.69
13,21,1.91
13,28,0.74
13,40,0.64
13,30,0.60
13,35,-0.59
13,39,-0.67
14,41,12.97
14,15,11.89
14,42,11.89
14,25,11.45
14,38,10.65
14,29,10.57
14,19,10.38
14,18,10.20
14,22,9.93
14,33,9.92
14,9,9.80
14,17,9.56
14,23,9.39
14,11,9.31
14,2,9.04
14,12,8.99
14,3,8.55
14,8,8.48
14,37,8.08
14,40,8.05
14,31,7.66
14,4,7.65
14,6,7.31
14,28,7.29
14,30,7.21
14,32,6.70
14,21,6.46
14,24,5.98
14,34,5.92
14,35,5.70
14,39,5.07
16,8,5.99
16,19,3.47
16,37,3.18
16,11,0.00
16,22,0.00
17,38,11.10
17,23,9.46
17,42,9.44
17,41,9.04
17,19,8.08
17,33,7.72
17,14,7.26
17,29,6.67
17,8,6.50
17,9,6.42
17,4,6.27
17,34,6.00
17,25,5.95
17,2,5.44
17,18,5.02
17,15,4.26
17,22,3.99
17,37,2.94
17,31,2.30
17,3,2.08
17,12,1.95
19,41,11.63
19,14,10.62
19,15,10.57
19,42,10.23
19,29,10.12
19,12,8.65
19,38,8.47
19,9,8.32
19,25,7.66
19,4,7.12
19,8,7.05
19,33,7.05
19,18,7.02
19,6,6.58
19,11,6.15
19,23,5.91
19,31,5.75
19,39,5.60
19,17,5.47
19,37,5.37
19,21,5.34
19,3,5.05
19,2,4.90
19,35,4.51
19,22,4.39
19,34,3.85
19,40,3.68
19,30,2.81
19,28,0.92
19,32,0.35
19,24,-0.82
20,41,9.87
20,34,8.48
20,38,8.39
20,19,8.04
20,23,7.89
20,42,7.66
20,2,6.82
20,40,6.80
20,17,6.79
20,11,6.43
20,14,6.39
20,8,6.31
20,18,6.25
20,22,6.20
20,39,6.02
20,21,6.01
20,9,5.91
20,33,5.75
20,30,5.73
20,15,5.63
20,6,5.43
20,25,5.19
20,29,5.04
20,32,5.04
20,3,4.58
20,4,4.47
20,37,3.81
20,31,3.74
20,12,3.04
20,35,3.00
20,28,2.83
20,24,2.77
23,38,10.73
23,41,10.35
23,17,9.52
23,42,8.77
23,25,8.72
23,14,8.40
23,18,8.10
23,29,8.03
23,19,7.77
23,40,7.75
23,33,7.69
23,34,7.42
23,9,7.36
23,15,7.23
23,2,6.88
23,8,6.85
23,4,6.43
23,21,6.22
23,6,6.19
23,22,6.02
23,32,5.55
23,30,5.46
23,11,5.23
23,37,4.83
23,31,4.73
23,12,4.17
23,24,4.03
23,3,3.97
23,35,3.43
23,39,3.37
23,28,3.09
25,15,12.15
25,14,11.17
25,38,11.04
25,41,10.42
25,33,9.60
25,11,9.37
25,9,9.14
25,29,9.13
25,19,8.97
25,37,8.82
25,42,8.64
25,18,8.27
25,23,7.94
25,22,7.85
25,4,7.82
25,8,7.46
25,31,7.06
25,12,7.02
25,6,6.88
25,3,6.81
25,17,6.61
25,2,6.45
25,40,6.39
25,21,6.38
25,28,5.85
25,39,5.78
25,35,5.58
25,34,5.06
25,30,4.78
25,32,4.27
25,24,3.28
27,42,8.98
27,41,6.88
27,8,6.46
27,14,5.75
27,29,5.57
27,9,5.49
27,15,5.45
27,22,5.24
27,38,5.21
27,17,4.61
27,25,4.12
27,33,3.70
27,37,3.43
27,35,3.42
27,2,2.12
27,3,1.44
27,21,0.65
27,19,0.09
27,31,0.08
27,11,-0.43
27,12,-1.07
27,34,-1.37
27,6,-2.59
27,18,-2.62
27,30,-4.34
27,39,-4.96
27,40,-6.91
29,41,12.32
29,42,11.07
29,15,11.05
29,14,10.62
29,38,10.48
29,25,10.38
29,19,10.22
29,23,9.80
29,33,9.76
29,9,9.74
29,2,9.41
29,18,8.88
29,8,8.80
29,22,8.65
29,37,8.46
29,3,8.25
29,6,8.25
29,35,7.67
29,12,7.56
29,17,7.45
29,31,7.24
29,34,6.92
29,4,6.61
29,11,5.99
29,39,5.18
34,41,8.87
34,25,7.09
34,42,6.95
34,15,6.17
34,11,6.01
34,39,5.88
34,14,5.36
34,18,5.23
34,38,4.68
34,29,4.42
34,19,4.41
34,33,4.20
34,22,4.13
34,2,4.03
34,6,3.64
34,17,3.58
34,8,3.26
34,40,2.89
34,31,2.83
34,12,2.71
34,21,2.56
34,37,2.30
34,3,2.20
34,30,2.08
34,35,2.08
34,9,0.00
34,24,0.00
35,22,9.36
35,42,9.33
35,33,9.18
35,18,9.00
35,41,8.65
35,11,8.00
35,15,7.47
35,2,7.33
35,8,6.70
35,40,6.26
35,25,6.21
35,3,6.02
35,9,5.91
35,29,5.22
35,39,5.08
35,14,4.94
35,38,4.88
35,30,3.71
35,31,3.71
35,32,3.09
35,19,3.00
35,6,2.94
35,12,1.95
35,37,1.79
35,34,0.69
35,23,0.00
35,24,0.00
37,42,10.62
37,12,10.53
37,41,10.19
37,9,10.00
37,31,9.50
37,15,9.34
37,25,9.00
37,33,8.21
37,38,8.08
37,29,7.99
37,14,7.99
37,19,7.00
37,34,6.64
37,2,6.48
37,11,6.40
37,6,6.30
37,40,6.11
37,3,5.45
37,18,5.39
37,8,4.88
37,22,4.86
38,41,11.66
38,14,10.84
38,15,10.64
38,42,10.51
38,25,10.43
38,33,10.41
38,4,10.09
38,9,9.87
38,17,9.75
38,18,9.52
38,23,9.34
38,40,9.31
38,29,9.15
38,6,8.96
38,21,8.96
38,3,8.62
38,8,8.46
38,2,8.46
38,22,8.43
38,24,8.10
38,19,8.08
38,34,7.99
38,39,7.68
38,30,7.53
38,37,7.47
38,28,7.33
38,32,7.25
38,11,7.15
38,12,6.65
38,31,6.08
38,35,5.95
39,18,10.31
39,33,9.58
39,41,9.38
39,42,8.73
39,22,8.50
39,9,7.83
39,38,7.76
39,14,7.57
39,2,6.79
39,11,6.69
39,25,6.69
39,29,6.44
39,6,6.19
39,35,6.16
39,19,5.87
39,8,5.63
39,15,5.62
39,23,4.41
39,31,4.30
39,4,4.19
39,12,3.74
39,34,3.43
39,37,3.33
39,30,3.22
39,40,3.00
39,17,2.30
39,3,2.20
39,24,2.20
39,21,1.95
39,28,1.61
39,32,1.39
41,42,14.00
41,15,13.06
41,14,12.68
41,19,12.40
41,29,12.34
41,23,12.34
41,38,12.31
41,22,11.98
41,9,11.78
41,25,11.68
41,33,11.34
41,17,11.29
41,2,11.27
41,18,10.90
41,11,10.86
41,8,10.84
41,32,10.17
41,37,10.15
41,40,10.09
41,4,9.95
41,31,9.89
41,12,9.86
41,34,9.72
41,6,9.66
41,3,9.58
41,39,8.93
41,35,8.89
41,21,8.64
41,30,8.31
41,24,7.72
41,28,4.76
42,9,13.82
42,41,13.62
42,4,12.24
42,8,11.81
42,22,11.53
42,15,11.30
42,14,11.28
42,11,11.05
42,25,10.77
42,19,10.70
42,38,10.48
42,18,10.43
42,33,10.34
42,39,10.23
42,6,9.89
42,2,9.86
42,29,9.59
42,21,9.18
42,23,9.08
42,35,9.04
42,40,8.81
42,37,8.25
42,34,7.57
42,31,7.53
42,24,7.43
42,12,7.40
42,3,7.35
42,32,7.14
42,30,6.53
42,28,5.44
