Source,Target,Type,Weight
11,27,Directed,6.74
22,27,Directed,6.28
33,27,Directed,5.82
12,27,Directed,5.36
37,27,Directed,4.9
31,27,Directed,4.44
29,41,Directed,12.41
29,38,Directed,12.16
29,42,Directed,11.9
29,15,Directed,11.64
29,14,Directed,11.38
29,9,Directed,11.12
29,19,Directed,10.87
29,22,Directed,10.61
29,23,Directed,10.35
29,18,Directed,10.09
29,25,Directed,9.83
29,33,Directed,9.58
29,3,Directed,9.32
29,37,Directed,9.06
29,2,Directed,8.8
29,17,Directed,8.54
29,34,Directed,8.29
29,12,Directed,8.03
29,8,Directed,7.77
29,4,Directed,7.51
29,11,Directed,7.26
29,6,Directed,7
29,39,Directed,6.74
29,31,Directed,6.48
29,35,Directed,6.22
18,35,Directed,12.41
33,35,Directed,12.06
42,35,Directed,11.71
15,35,Directed,11.37
11,35,Directed,11.02
22,35,Directed,10.68
41,35,Directed,10.33
14,35,Directed,9.98
29,35,Directed,9.64
38,35,Directed,9.29
39,35,Directed,8.95
2,35,Directed,8.6
40,35,Directed,8.25
3,35,Directed,7.91
25,35,Directed,7.56
21,35,Directed,7.21
19,35,Directed,6.87
30,35,Directed,6.52
8,35,Directed,6.18
9,35,Directed,5.83
31,35,Directed,5.48
37,35,Directed,5.14
6,35,Directed,4.79
12,35,Directed,4.45
23,35,Directed,4.1
34,35,Directed,3.75
38,41,Directed,12.28
38,42,Directed,12.1
38,15,Directed,11.92
38,14,Directed,11.75
38,23,Directed,11.57
38,33,Directed,11.39
38,25,Directed,11.21
38,4,Directed,11.03
38,17,Directed,10.86
38,18,Directed,10.68
38,9,Directed,10.5
38,22,Directed,10.32
38,40,Directed,10.14
38,29,Directed,9.97
38,21,Directed,9.79
38,3,Directed,9.61
38,6,Directed,9.43
38,8,Directed,9.26
38,24,Directed,9.08
38,39,Directed,8.9
38,2,Directed,8.72
38,19,Directed,8.54
38,28,Directed,8.37
38,34,Directed,8.19
38,11,Directed,8.01
38,37,Directed,7.83
38,12,Directed,7.66
38,30,Directed,7.48
38,32,Directed,7.3
38,31,Directed,7.12
38,35,Directed,6.94
41,42,Directed,13.64
41,15,Directed,13.47
41,29,Directed,13.29
41,23,Directed,13.12
41,38,Directed,12.94
41,14,Directed,12.76
41,9,Directed,12.59
41,19,Directed,12.41
41,22,Directed,12.24
41,33,Directed,12.06
41,25,Directed,11.88
41,18,Directed,11.71
41,17,Directed,11.53
41,31,Directed,11.36
41,4,Directed,11.18
41,2,Directed,11
41,12,Directed,10.83
41,8,Directed,10.65
41,6,Directed,10.48
41,37,Directed,10.3
41,40,Directed,10.12
41,34,Directed,9.95
41,3,Directed,9.77
41,11,Directed,9.6
41,21,Directed,9.42
41,39,Directed,9.24
41,35,Directed,9.07
41,32,Directed,8.89
41,30,Directed,8.72
41,24,Directed,8.54
41,28,Directed,8.36
42,9,Directed,13.59
42,41,Directed,13.26
42,4,Directed,12.93
42,15,Directed,12.59
42,14,Directed,12.26
42,22,Directed,11.92
42,38,Directed,11.59
42,25,Directed,11.26
42,6,Directed,10.92
42,31,Directed,10.59
42,8,Directed,10.25
42,23,Directed,9.92
42,18,Directed,9.59
42,33,Directed,9.25
42,2,Directed,8.92
42,39,Directed,8.58
42,11,Directed,8.25
42,29,Directed,7.92
42,19,Directed,7.58
42,35,Directed,7.25
42,21,Directed,6.91
42,30,Directed,6.58
42,24,Directed,6.25
42,3,Directed,5.91
42,34,Directed,5.58
42,37,Directed,5.24
42,12,Directed,4.91
42,28,Directed,4.58
