Source,Target,Weight
39,30,4.92
39,6,4.67
39,4,4.45
39,40,4.20
39,17,4.16
39,34,3.30
39,37,3.18
39,12,3.00
39,23,2.83
39,3,2.56
39,28,2.08
39,24,1.39
39,21,1.10
41,42,14.02
41,15,13.07
41,23,12.57
41,14,12.56
41,38,12.48
41,29,12.46
41,19,12.40
41,9,12.12
41,22,11.69
41,17,11.40
41,25,11.19
41,18,11.12
41,33,11.03
41,2,10.89
41,8,10.85
41,11,10.40
41,4,10.17
41,31,10.15
41,34,10.02
41,40,9.95
41,37,9.90
41,12,9.86
41,6,9.74
41,32,9.64
41,3,9.59
41,39,9.03
41,21,8.55
41,35,8.41
41,24,7.85
41,30,7.83
41,28,6.50
42,9,14.07
42,41,13.78
42,4,12.48
42,8,11.52
42,15,11.48
42,22,11.42
42,14,10.82
42,11,10.34
42,39,10.25
42,19,10.18
42,18,10.11
42,33,10.05
42,2,10.05
42,38,10.03
42,6,9.79
42,25,9.75
42,29,9.09
42,23,9.05
42,35,8.84
42,21,8.79
42,37,8.15
42,30,7.87
42,31,7.59
42,24,7.55
42,3,7.48
42,12,7.05
42,34,7.02
42,28,6.66
