Source,Target,Type,Weight
21,19,Directed,2.4
32,19,Directed,2.1
42,27,Directed,11.3
41,27,Directed,10.8
9,27,Directed,10.3
15,27,Directed,9.8
29,27,Directed,9.4
8,27,Directed,8.9
14,27,Directed,8.4
22,27,Directed,8
37,27,Directed,7.5
25,27,Directed,7
38,27,Directed,6.5
33,27,Directed,6.1
2,27,Directed,5.6
3,27,Directed,5.1
21,27,Directed,4.7
12,27,Directed,4.2
19,27,Directed,3.7
29,41,Directed,12.7
29,38,Directed,12.4
29,42,Directed,12.2
29,15,Directed,11.9
29,25,Directed,11.6
29,14,Directed,11.3
29,9,Directed,11.1
29,23,Directed,10.8
29,19,Directed,10.5
29,18,Directed,10.3
29,33,Directed,10
29,2,Directed,9.7
29,8,Directed,9.5
29,22,Directed,9.2
29,11,Directed,8.9
29,17,Directed,8.6
29,37,Directed,8.4
29,3,Directed,8.1
29,6,Directed,7.8
29,39,Directed,7.6
29,34,Directed,7.3
29,12,Directed,7
29,4,Directed,6.8
29,31,Directed,6.5
29,35,Directed,6.2
34,41,Directed,10
34,15,Directed,9.7
34,42,Directed,9.3
34,11,Directed,9
34,14,Directed,8.7
34,25,Directed,8.4
34,38,Directed,8.1
34,2,Directed,7.7
34,19,Directed,7.4
34,29,Directed,7.1
34,39,Directed,6.8
34,22,Directed,6.5
34,33,Directed,6.2
34,8,Directed,5.8
34,18,Directed,5.5
34,17,Directed,5.2
34,37,Directed,4.9
34,3,Directed,4.6
34,40,Directed,4.2
34,23,Directed,3.9
34,30,Directed,3.6
34,31,Directed,3.3
34,12,Directed,3
34,4,Directed,2.6
34,21,Directed,2.3
34,35,Directed,2.1
34,9,Directed,1.6
34,24,Directed,1.4
18,35,Directed,11.7
33,35,Directed,11.4
22,35,Directed,11.1
42,35,Directed,10.7
41,35,Directed,10.4
14,35,Directed,10.1
11,35,Directed,9.7
15,35,Directed,9.4
29,35,Directed,9.1
39,35,Directed,8.7
2,35,Directed,8.4
40,35,Directed,8.1
8,35,Directed,7.7
25,35,Directed,7.4
3,35,Directed,7.1
38,35,Directed,6.7
30,35,Directed,6.4
31,35,Directed,6.1
6,35,Directed,5.7
37,35,Directed,5.4
9,35,Directed,5.1
12,35,Directed,4.7
19,35,Directed,4.4
21,35,Directed,4.1
24,35,Directed,3.7
28,35,Directed,3.4
34,35,Directed,3
38,41,Directed,11.2
38,42,Directed,11
38,15,Directed,10.8
38,14,Directed,10.6
38,33,Directed,10.4
38,25,Directed,10.1
38,4,Directed,9.9
38,17,Directed,9.7
38,23,Directed,9.5
38,18,Directed,9.2
38,9,Directed,9
38,29,Directed,8.8
38,40,Directed,8.6
38,21,Directed,8.4
38,6,Directed,8.1
38,22,Directed,7.9
38,19,Directed,7.7
38,8,Directed,7.5
38,3,Directed,7.2
38,39,Directed,7
38,24,Directed,6.8
38,2,Directed,6.6
38,34,Directed,6.4
38,32,Directed,6.1
38,28,Directed,5.9
38,30,Directed,5.7
38,37,Directed,5.5
38,31,Directed,5.2
38,11,Directed,5
38,12,Directed,4.8
38,35,Directed,4.6
42,9,Directed,13.9
42,41,Directed,13.6
42,4,Directed,13.3
42,22,Directed,13
42,15,Directed,12.7
42,8,Directed,12.4
42,14,Directed,12.1
42,19,Directed,11.8
42,11,Directed,11.6
42,39,Directed,11.3
42,25,Directed,11
42,18,Directed,10.7
42,33,Directed,10.4
42,2,Directed,10.1
42,38,Directed,9.8
42,6,Directed,9.5
42,23,Directed,9.2
42,29,Directed,8.9
42,35,Directed,8.6
42,21,Directed,8.3
42,34,Directed,8
42,30,Directed,7.7
42,37,Directed,7.4
42,31,Directed,7.1
42,24,Directed,6.8
42,12,Directed,6.5
42,3,Directed,6.3
42,28,Directed,6
