id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
29,Netherlands,,7,26,33,70.53,264.7400002288818,335.2700002288818,2.0,0.8421052631578947,0.90625,1.3839285714285714,0.16486247,0.3146282,8,0.005905315026561322,1,27,0.28439152240753174,0.13407412606903343
30,New Zealand,,6,2,8,38.58,11.239999999999998,49.81999999999999,1.0,1.0,1.0,0.0,0.14671434,0.031962477,6,0.005268597066756794,1,19,0.6964285969734192,0.13236351576507266
31,Norway,,8,3,11,55.989999999999995,15.860000000000003,71.85,1.0,1.0,1.0,0.13392857142857142,0.18596789,0.04351459,9,0.005591682895196493,1,7,0.5909090638160706,0.16033972171984778
32,Qatar,,5,1,6,28.02,4.42,32.44,2.0,0.6666666666666666,0.75,0.0,0.123721085,0.016163906,8,0.005068969907343617,1,4,0.699999988079071,0.10609792011425842
33,Singapore,,8,3,11,75.16,27.17,102.33,1.0,1.0,1.0,0.13392857142857142,0.18596789,0.04351459,6,0.0059412456070875265,1,23,0.5909090638160706,0.16033972171984778
34,South Africa,,8,2,10,52.5,10.91,63.41,1.0,1.0,1.0,0.0,0.18596789,0.031962477,8,0.005529305068948667,1,12,0.6555555462837219,0.16033972171984778
35,South Korea,,28,1,29,265.1400000190735,3.81,268.9500000190735,1.0,1.0,1.0,0.0,0.23551637,0.016163906,6,0.3762127138681856,1,2,0.27910053730010986,0.8952522254716568
36,Spain,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.004621625609163035,7,35,0.0,0.0
37,Sweden,,8,3,11,57.0,19.03,76.03,1.0,1.0,1.0,0.13392857142857142,0.18596789,0.04351459,8,0.005649997553717208,1,13,0.5909090638160706,0.16033972171984778
38,Switzerland,,7,32,39,73.41000000000001,326.93000001907353,400.34000001907356,1.0,1.0,1.0,4.817261904761905,0.1611195,0.3704267,8,0.005975220412358667,1,27,0.2245989292860031,0.13407412606903343
39,Taiwan,,8,2,10,54.91,13.98,68.89,1.0,1.0,1.0,0.0,0.18596789,0.031962477,6,0.005601320395620361,1,22,0.6555555462837219,0.16033972171984778
40,UAE,,6,2,8,42.17999999999999,15.71,57.88999999999999,1.0,1.0,1.0,0.0,0.14186919,0.031962477,6,0.005337487892224057,1,18,0.5892857313156128,0.10780853041821921
41,UK,,7,32,39,83.48,375.2699995422364,458.7499995422364,1.0,1.0,1.0,4.817261904761905,0.1611195,0.3704267,8,0.006229629718808327,1,27,0.2245989292860031,0.13407412606903343
42,US,,7,29,36,82.12,290.05999992370596,372.17999992370596,2.0,0.9142857142857143,0.953125,3.0339285714285715,0.16297463,0.34277126,9,0.006157328849685947,1,27,0.25161290168762207,0.13407412606903343
