Source,Target,Type,Weight
9,27,Directed,9.6
29,27,Directed,9.1
15,27,Directed,8.6
14,27,Directed,8.1
22,27,Directed,7.6
38,27,Directed,7.2
33,27,Directed,6.7
35,27,Directed,6.2
12,27,Directed,5.7
21,27,Directed,5.2
25,27,Directed,4.7
31,27,Directed,4.3
2,27,Directed,3.8
11,27,Directed,3.3
37,27,Directed,2.8
3,27,Directed,2.3
39,27,Directed,1.8
17,27,Directed,1.4
29,41,Directed,12.8
29,42,Directed,12.6
29,38,Directed,12.3
29,15,Directed,12
29,25,Directed,11.8
29,14,Directed,11.5
29,19,Directed,11.2
29,23,Directed,11
29,33,Directed,10.7
29,9,Directed,10.4
29,2,Directed,10.1
29,22,Directed,9.9
29,8,Directed,9.6
29,18,Directed,9.3
29,6,Directed,9.1
29,37,Directed,8.8
29,3,Directed,8.5
29,12,Directed,8.3
29,17,Directed,8
29,31,Directed,7.7
29,11,Directed,7.5
29,35,Directed,7.2
29,34,Directed,6.9
29,4,Directed,6.7
29,39,Directed,6.4
34,41,Directed,11
34,25,Directed,10.6
34,42,Directed,10.3
34,11,Directed,9.9
34,14,Directed,9.5
34,15,Directed,9.2
34,39,Directed,8.8
34,38,Directed,8.4
34,40,Directed,8.1
34,18,Directed,7.7
34,22,Directed,7.4
34,29,Directed,7
34,33,Directed,6.6
34,35,Directed,6.3
34,2,Directed,5.9
34,19,Directed,5.5
34,8,Directed,5.2
34,3,Directed,4.8
34,31,Directed,4.5
34,12,Directed,4.1
34,17,Directed,3.7
34,21,Directed,3.4
34,37,Directed,3
34,30,Directed,2.6
34,23,Directed,2.3
34,6,Directed,1.9
34,9,Directed,1.6
34,24,Directed,1.1
34,28,Directed,0.7
18,35,Directed,12.2
33,35,Directed,11.9
22,35,Directed,11.5
42,35,Directed,11.2
41,35,Directed,10.9
11,35,Directed,10.5
14,35,Directed,10.2
15,35,Directed,9.9
2,35,Directed,9.5
29,35,Directed,9.2
38,35,Directed,8.8
8,35,Directed,8.5
40,35,Directed,8.2
3,35,Directed,7.8
9,35,Directed,7.5
30,35,Directed,7.2
32,35,Directed,6.8
25,35,Directed,6.5
19,35,Directed,6.2
31,35,Directed,5.8
39,35,Directed,5.5
12,35,Directed,5.1
37,35,Directed,4.8
6,35,Directed,4.5
24,35,Directed,4.1
38,41,Directed,10.8
38,42,Directed,10.6
38,15,Directed,10.4
38,14,Directed,10.1
38,25,Directed,9.9
38,33,Directed,9.6
38,4,Directed,9.4
38,17,Directed,9.1
38,9,Directed,8.9
38,18,Directed,8.7
38,23,Directed,8.4
38,40,Directed,8.2
38,29,Directed,7.9
38,21,Directed,7.7
38,6,Directed,7.5
38,22,Directed,7.2
38,3,Directed,7
38,8,Directed,6.7
38,2,Directed,6.5
38,19,Directed,6.3
38,24,Directed,6
38,39,Directed,5.8
38,30,Directed,5.5
38,32,Directed,5.3
38,37,Directed,5
38,34,Directed,4.8
38,28,Directed,4.6
38,11,Directed,4.3
38,12,Directed,4.1
38,31,Directed,3.8
38,35,Directed,3.6
42,9,Directed,14
42,41,Directed,13.8
42,4,Directed,13.5
42,14,Directed,13.2
42,22,Directed,13
42,8,Directed,12.7
42,15,Directed,12.5
42,38,Directed,12.2
42,11,Directed,12
42,18,Directed,11.7
42,2,Directed,11.4
42,33,Directed,11.2
42,39,Directed,10.9
42,25,Directed,10.7
42,19,Directed,10.4
42,6,Directed,10.2
42,29,Directed,9.9
42,21,Directed,9.6
42,35,Directed,9.4
42,23,Directed,9.1
42,37,Directed,8.9
42,30,Directed,8.6
42,31,Directed,8.4
42,3,Directed,8.1
42,24,Directed,7.8
42,34,Directed,7.6
42,12,Directed,7.3
42,28,Directed,7.1
