Source,Target,Weight
19,21,4.84
19,34,4.49
19,30,3.26
19,24,2.89
19,28,1.10
20,41,9.95
20,38,9.08
20,19,8.39
20,34,7.92
20,23,7.59
20,17,7.58
20,42,7.53
20,15,6.78
20,9,6.57
20,14,6.57
20,2,6.42
20,29,6.30
20,8,6.27
20,18,5.99
20,33,5.87
20,22,5.44
20,3,5.00
20,25,4.94
20,4,4.55
20,37,4.16
20,31,4.01
20,12,3.26
23,38,11.35
23,41,10.71
23,17,9.49
23,42,9.29
23,25,9.12
23,33,8.51
23,15,8.45
23,19,8.40
23,18,8.36
23,14,8.03
23,9,8.02
23,29,7.77
23,6,7.60
23,34,7.43
23,40,7.24
23,8,6.98
23,2,6.87
23,4,6.31
23,22,6.30
23,21,6.26
23,32,5.69
23,30,5.66
23,11,5.17
23,37,4.97
23,31,4.57
23,12,4.55
23,39,4.48
23,24,4.32
23,3,4.23
23,35,3.61
23,28,3.09
25,15,12.30
25,38,11.73
25,41,10.78
25,14,10.74
25,29,9.69
25,18,9.28
25,42,9.10
25,33,9.02
25,9,8.80
25,12,8.60
25,37,8.49
25,19,8.42
25,11,8.13
25,22,8.08
25,4,7.77
25,8,7.65
25,31,7.47
25,17,7.43
25,3,7.39
25,23,7.36
25,21,7.00
25,6,6.98
25,40,6.23
25,28,6.05
25,2,5.55
25,39,5.19
25,34,5.02
25,30,4.69
25,32,4.26
25,24,3.83
25,35,3.71
27,42,8.00
27,41,5.77
27,29,5.68
27,15,5.46
27,8,4.96
27,22,4.45
27,25,4.44
27,14,4.13
27,9,3.76
27,38,3.47
27,33,2.48
27,2,1.79
27,12,0.00
27,19,0.00
27,37,0.00
28,41,12.50
28,38,11.68
28,42,11.22
28,15,10.62
28,14,10.43
28,25,10.26
28,18,9.77
28,9,9.70
28,19,9.56
28,33,9.34
28,23,9.17
28,22,8.83
28,2,8.82
28,17,8.09
28,37,8.02
28,11,7.92
28,3,7.70
28,6,7.54
28,39,7.53
28,8,7.51
28,34,7.51
28,12,7.44
28,4,6.96
28,31,6.74
28,35,6.25
35,18,10.38
35,33,10.23
35,22,9.31
35,42,9.17
35,41,9.03
35,15,8.71
35,11,8.47
35,14,8.43
35,38,8.06
35,2,7.51
35,25,6.68
35,8,6.19
35,29,5.92
35,39,5.87
35,40,4.76
35,3,4.74
35,19,4.20
35,34,3.71
35,9,3.04
35,30,3.04
35,31,3.04
35,37,3.04
35,6,2.08
35,24,1.10
35,12,0.69
37,12,10.54
37,41,10.10
37,9,10.07
37,31,9.68
37,42,9.63
37,15,9.42
37,25,8.81
37,38,8.41
37,29,8.34
37,18,8.06
37,14,7.83
37,33,7.08
37,19,6.75
37,11,6.47
37,34,6.07
37,3,6.00
37,8,5.90
37,2,5.75
37,6,5.63
37,4,5.22
37,40,5.13
37,39,4.62
37,17,4.62
37,22,4.43
37,21,4.23
37,24,4.14
37,32,3.40
37,23,3.33
37,28,1.79
37,35,1.61
37,30,0.69
38,41,12.03
38,42,11.46
38,15,10.96
38,23,10.64
38,17,10.62
38,14,10.60
38,25,10.58
38,33,10.51
38,4,10.29
38,18,9.94
38,9,9.87
38,22,9.59
38,29,9.26
38,40,9.23
38,21,9.13
38,6,8.79
38,3,8.48
38,19,8.39
38,8,8.38
38,39,8.38
38,24,8.06
38,34,7.71
38,2,7.67
38,28,7.57
38,37,7.46
38,11,7.45
38,30,7.16
38,12,6.91
38,31,6.67
38,32,6.45
38,35,6.09
39,18,9.67
39,42,9.43
39,33,8.97
39,41,8.57
39,14,8.54
39,29,8.12
39,22,8.11
39,38,7.82
39,9,7.58
39,2,7.10
39,25,6.22
39,8,6.10
39,6,5.83
39,19,5.78
39,15,5.34
39,31,5.20
39,30,5.12
39,11,4.88
39,35,4.63
39,37,4.08
39,4,3.89
39,34,2.83
39,40,2.77
39,12,2.71
39,23,2.48
39,28,1.95
39,3,1.79
39,17,1.39
39,24,0.69
39,21,0.00
41,42,13.67
41,15,13.28
41,29,12.95
41,23,12.78
41,14,12.55
41,19,12.40
41,38,12.40
41,22,12.37
41,9,12.34
41,25,11.99
41,18,11.82
41,33,11.54
41,17,11.38
41,4,11.28
41,8,10.75
41,12,10.69
41,2,10.60
41,31,10.51
41,40,10.30
41,34,9.96
41,37,9.92
41,3,9.90
41,6,9.76
41,11,9.72
41,39,9.17
41,35,9.12
41,32,9.09
41,21,8.77
41,24,7.76
41,30,7.58
41,28,7.21
42,9,14.02
42,41,13.54
42,4,12.72
42,22,12.11
42,15,11.87
42,8,11.06
42,11,10.95
42,14,10.90
42,25,10.84
42,19,10.79
42,33,10.42
42,39,10.23
42,29,10.10
42,18,10.09
42,2,10.05
42,38,10.00
42,6,9.93
42,31,9.45
42,35,9.06
42,21,8.98
42,23,8.97
42,12,8.27
42,34,8.23
42,37,7.83
42,30,7.74
42,3,7.71
42,24,7.27
42,28,5.86
