Source,Target,Weight
14,9,10.53
14,22,10.37
14,18,10.33
14,17,9.45
14,23,9.37
14,33,9.35
14,2,9.16
14,8,8.69
14,3,8.62
14,11,8.61
14,12,7.83
14,34,7.70
14,28,7.52
14,40,7.47
14,4,7.45
14,31,7.42
14,37,7.14
14,6,7.13
14,32,6.32
14,21,6.16
14,24,6.16
14,35,5.62
14,39,5.43
14,30,3.95
16,8,6.13
16,19,3.56
16,37,3.33
16,22,0.69
16,11,0.00
17,38,11.15
17,42,9.70
17,23,9.51
17,41,9.08
17,19,8.16
17,33,7.73
17,14,6.88
17,9,6.83
17,29,6.64
17,34,6.21
17,25,6.00
17,4,5.97
17,2,5.42
17,18,5.28
17,8,5.09
17,15,4.45
17,22,4.19
17,37,2.94
17,31,2.56
17,12,2.30
17,3,1.95
19,41,12.08
19,15,11.10
19,14,10.49
19,42,10.32
19,29,10.21
19,8,9.14
19,12,9.08
19,9,8.81
19,23,8.75
19,38,8.67
19,18,8.02
19,25,7.90
19,3,7.51
19,4,7.44
19,6,6.88
19,33,6.75
19,37,6.25
19,17,6.22
19,22,5.72
19,39,5.62
19,31,5.55
19,11,5.35
19,2,4.83
19,35,4.55
19,21,4.28
19,34,3.87
19,40,3.76
19,30,2.56
19,28,0.69
19,32,0.00
20,41,9.78
20,38,8.50
20,34,8.45
20,19,8.32
20,42,7.43
20,23,7.22
20,17,6.85
20,40,6.66
20,14,6.54
20,2,6.50
20,9,6.39
20,11,6.26
20,6,6.23
20,8,6.22
20,18,6.11
20,22,6.06
20,39,5.90
20,33,5.75
20,30,5.71
20,21,5.68
20,15,5.39
20,29,5.23
20,3,4.34
20,4,4.26
20,32,4.26
20,25,4.22
20,37,4.01
20,31,3.76
20,12,3.18
20,35,2.77
20,24,2.64
20,28,2.48
23,38,10.64
23,41,10.57
23,17,9.39
23,42,8.69
23,14,8.37
23,33,8.04
23,18,8.04
23,29,8.00
23,25,7.97
23,19,7.85
23,40,7.44
23,15,7.44
23,34,7.27
23,9,7.24
23,2,6.77
23,8,6.61
23,6,6.19
23,4,6.18
23,21,6.09
23,22,6.08
23,32,5.94
23,30,5.47
23,11,5.27
23,37,5.07
23,31,4.44
23,39,4.14
23,12,4.08
23,3,3.97
23,24,3.69
23,35,3.09
23,28,3.00
25,15,12.22
25,38,11.08
25,14,11.03
25,41,10.72
25,33,9.39
25,29,9.21
25,18,9.19
25,19,9.18
25,9,8.77
25,11,8.36
25,42,8.34
25,37,8.27
25,23,8.04
25,4,7.62
25,22,7.50
25,17,7.01
25,12,6.97
25,6,6.95
25,8,6.53
25,2,6.28
25,3,6.21
25,31,6.07
25,40,5.93
25,21,5.84
25,28,5.63
25,35,5.46
25,34,4.93
25,39,4.73
25,30,4.73
25,24,3.22
25,32,2.40
27,42,9.37
27,41,7.02
27,8,6.44
27,9,6.04
27,29,5.40
27,15,5.33
27,14,5.28
27,22,4.94
27,38,4.73
27,33,4.33
27,35,3.04
27,12,1.95
27,21,1.39
27,25,1.39
27,31,1.39
27,2,0.69
27,11,0.69
27,37,0.69
27,3,0.00
27,39,0.00
27,17,0.00
29,41,12.31
29,42,11.49
29,38,11.25
29,15,10.78
29,25,10.47
29,14,10.22
29,19,10.22
29,23,9.94
29,33,9.79
29,9,9.73
29,2,9.51
29,22,9.04
29,8,8.85
29,18,8.76
29,6,8.50
29,37,8.48
29,3,8.24
29,12,7.95
29,17,7.73
29,31,7.51
29,11,7.29
29,35,7.02
29,34,6.96
29,4,6.83
29,39,5.45
34,41,8.71
34,25,7.05
34,42,6.71
34,11,6.56
34,14,6.32
34,15,6.08
34,39,5.88
34,38,5.23
34,40,5.12
34,18,4.89
34,22,4.14
34,29,4.08
34,33,3.97
34,35,3.89
34,2,3.85
34,19,3.76
34,8,3.40
34,3,3.37
34,31,3.09
34,12,3.00
34,17,2.83
34,21,2.64
34,37,2.48
34,30,1.95
34,23,1.39
34,6,1.10
34,9,0.00
34,24,0.00
34,28,0.00
35,18,10.42
35,33,10.05
35,22,9.85
35,42,9.70
35,41,9.31
35,11,8.50
35,14,8.17
35,15,7.69
35,2,7.68
35,29,7.53
35,38,6.92
35,8,6.85
35,40,6.08
35,3,6.03
35,9,5.15
35,30,4.89
35,32,2.71
35,25,2.64
35,19,2.40
35,31,2.40
35,39,1.79
35,12,0.69
35,37,0.69
35,6,0.00
35,24,0.00
37,42,10.48
37,12,10.45
37,41,10.30
37,31,9.78
37,9,9.77
37,15,9.31
37,25,8.76
37,38,8.14
37,29,8.05
37,14,7.72
37,33,7.49
37,19,7.09
37,23,6.88
37,35,6.44
37,3,6.29
37,6,5.98
37,40,5.86
37,2,5.84
37,22,5.78
37,18,5.59
37,11,5.29
37,8,5.16
37,24,4.91
37,17,3.93
37,4,3.76
37,32,3.00
37,34,2.94
37,39,2.77
37,21,2.48
37,30,1.39
37,28,1.10
38,41,11.92
38,42,10.94
38,15,10.68
38,14,10.61
38,25,10.39
38,33,10.38
38,4,10.05
38,17,9.90
38,9,9.72
38,18,9.71
38,23,9.38
38,40,9.29
38,29,9.16
38,21,8.98
38,6,8.91
38,22,8.71
38,3,8.54
38,8,8.44
38,2,8.32
38,19,8.30
38,24,8.10
38,39,8.00
38,30,7.44
38,32,7.42
38,37,7.40
38,34,7.39
38,28,7.24
38,11,7.05
38,12,6.48
38,31,6.43
38,35,6.07
39,18,10.06
39,33,9.54
39,42,9.39
39,41,9.05
39,22,8.82
39,38,8.04
39,9,7.57
39,14,7.48
39,25,7.38
39,2,7.03
39,6,6.60
39,11,6.36
39,8,6.23
39,19,6.19
39,29,6.12
39,15,6.10
39,35,5.82
39,30,5.00
39,31,4.49
39,4,4.26
39,40,4.25
39,34,3.47
39,12,3.22
39,37,3.22
39,17,3.14
39,3,2.56
39,23,2.30
39,32,1.61
39,28,1.39
39,24,1.10
39,21,0.00
41,42,14.01
41,15,13.06
41,14,12.64
41,29,12.46
41,4,12.43
41,19,12.42
41,38,12.39
41,23,12.37
41,22,12.10
41,9,11.82
41,25,11.48
41,17,11.28
41,33,11.18
41,18,11.12
41,2,11.09
41,8,10.88
41,11,10.77
41,32,10.14
41,37,10.02
41,40,9.97
41,31,9.92
41,12,9.91
41,6,9.79
41,34,9.73
41,3,9.64
41,35,9.15
41,39,8.85
41,21,8.70
41,24,8.00
41,30,7.99
41,28,6.99
42,9,13.97
42,41,13.89
42,4,12.37
42,14,11.84
42,22,11.80
42,8,11.75
42,15,11.63
42,38,11.05
42,11,10.88
42,18,10.82
42,2,10.63
42,33,10.32
42,39,10.26
42,25,10.18
42,19,10.18
42,6,9.89
42,29,9.59
42,21,9.32
42,35,9.17
42,23,9.06
42,37,8.57
42,30,8.38
42,31,7.98
42,3,7.97
42,24,7.58
42,34,7.50
42,12,7.08
42,28,5.41
