Source,Target,Type,Weight
8,39,Directed,9.7
8,19,Directed,9.4
8,6,Directed,9.1
8,25,Directed,8.8
8,40,Directed,8.5
8,35,Directed,8.2
8,21,Directed,7.9
8,34,Directed,7.6
8,3,Directed,7.3
8,17,Directed,7
8,31,Directed,6.7
8,32,Directed,6.3
8,12,Directed,6
8,24,Directed,5.7
8,23,Directed,5.4
8,28,Directed,5.1
14,41,Directed,13.3
14,25,Directed,13
14,42,Directed,12.8
14,15,Directed,12.5
14,38,Directed,12.3
14,9,Directed,12
14,19,Directed,11.8
14,22,Directed,11.5
14,18,Directed,11.3
14,29,Directed,11
14,11,Directed,10.8
14,33,Directed,10.5
14,2,Directed,10.3
14,12,Directed,10
14,8,Directed,9.8
14,31,Directed,9.5
14,23,Directed,9.3
14,17,Directed,9
14,40,Directed,8.8
14,3,Directed,8.5
14,37,Directed,8.3
14,28,Directed,8
14,4,Directed,7.8
14,32,Directed,7.5
14,6,Directed,7.3
14,34,Directed,7
14,39,Directed,6.8
14,35,Directed,6.5
14,24,Directed,6.3
14,21,Directed,6
14,30,Directed,5.8
41,19,Directed,13.3
14,19,Directed,13
29,19,Directed,12.7
15,19,Directed,12.4
42,19,Directed,12
9,19,Directed,11.7
38,19,Directed,11.4
4,19,Directed,11.1
25,19,Directed,10.7
23,19,Directed,10.4
12,19,Directed,10.1
8,19,Directed,9.8
31,19,Directed,9.4
6,19,Directed,9.1
2,19,Directed,8.8
3,19,Directed,8.5
34,19,Directed,8.2
33,19,Directed,7.8
18,19,Directed,7.5
17,19,Directed,7.2
37,19,Directed,6.9
40,19,Directed,6.5
21,19,Directed,6.2
30,19,Directed,5.9
22,19,Directed,5.6
11,19,Directed,5.2
32,19,Directed,4.9
39,19,Directed,4.6
35,19,Directed,4.3
24,19,Directed,4
28,19,Directed,3.6
42,27,Directed,11.1
8,27,Directed,10.6
15,27,Directed,10.1
41,27,Directed,9.6
22,27,Directed,9.1
9,27,Directed,8.7
21,27,Directed,8.2
14,27,Directed,7.7
25,27,Directed,7.2
38,27,Directed,6.7
35,27,Directed,6.2
29,27,Directed,5.7
33,27,Directed,5.2
2,27,Directed,4.7
3,27,Directed,4.2
6,27,Directed,3.8
37,27,Directed,3.3
12,27,Directed,2.8
31,27,Directed,2.3
19,27,Directed,1.8
18,27,Directed,1.4
34,27,Directed,0.7
11,27,Directed,0
40,27,Directed,0
30,27,Directed,0
29,41,Directed,12.8
29,15,Directed,12.5
29,42,Directed,12.3
29,14,Directed,12
29,38,Directed,11.8
29,25,Directed,11.5
29,19,Directed,11.2
29,33,Directed,11
29,18,Directed,10.7
29,23,Directed,10.5
29,8,Directed,10.2
29,37,Directed,10
29,3,Directed,9.7
29,40,Directed,9.5
29,12,Directed,9.2
29,30,Directed,8.9
29,34,Directed,8.7
29,31,Directed,8.4
29,11,Directed,8.2
29,21,Directed,7.9
29,32,Directed,7.7
34,41,Directed,10.7
34,11,Directed,10.4
34,15,Directed,10
34,42,Directed,9.6
34,40,Directed,9.3
34,14,Directed,8.9
34,18,Directed,8.6
34,25,Directed,8.2
34,33,Directed,7.9
34,9,Directed,7.5
34,23,Directed,7.1
34,39,Directed,6.8
34,38,Directed,6.4
34,22,Directed,6.1
34,29,Directed,5.7
34,2,Directed,5.4
34,19,Directed,5
34,32,Directed,4.7
34,8,Directed,4.3
34,17,Directed,3.9
34,21,Directed,3.6
34,37,Directed,3.2
34,12,Directed,2.9
34,35,Directed,2.5
34,3,Directed,2.2
34,31,Directed,1.8
34,30,Directed,1.4
34,6,Directed,1.1
18,35,Directed,11.9
42,35,Directed,11.5
11,35,Directed,11.1
33,35,Directed,10.8
41,35,Directed,10.4
22,35,Directed,10.1
15,35,Directed,9.7
25,35,Directed,9.4
39,35,Directed,9
8,35,Directed,8.7
38,35,Directed,8.3
2,35,Directed,8
9,35,Directed,7.6
40,35,Directed,7.3
3,35,Directed,6.9
14,35,Directed,6.6
31,35,Directed,6.2
29,35,Directed,5.9
32,35,Directed,5.5
19,35,Directed,5.2
30,35,Directed,4.8
17,35,Directed,4.5
37,35,Directed,4.1
6,35,Directed,3.7
12,35,Directed,3.4
34,35,Directed,3
21,35,Directed,2.7
4,35,Directed,2.3
28,35,Directed,1.9
23,35,Directed,1.6
24,35,Directed,1.4
38,41,Directed,12.1
38,42,Directed,11.9
38,14,Directed,11.7
38,15,Directed,11.5
38,25,Directed,11.3
38,17,Directed,11.1
38,4,Directed,10.9
38,9,Directed,10.6
38,18,Directed,10.4
38,33,Directed,10.2
38,40,Directed,10
38,21,Directed,9.8
38,29,Directed,9.6
38,3,Directed,9.4
38,23,Directed,9.2
38,6,Directed,9
38,24,Directed,8.8
38,8,Directed,8.6
38,22,Directed,8.4
38,19,Directed,8.2
38,34,Directed,8
38,37,Directed,7.8
38,30,Directed,7.6
38,11,Directed,7.3
38,35,Directed,7.1
38,32,Directed,6.9
38,2,Directed,6.7
38,28,Directed,6.5
38,39,Directed,6.3
38,12,Directed,6.1
38,31,Directed,5.9
42,9,Directed,14
42,41,Directed,13.8
42,22,Directed,13.6
42,8,Directed,13.4
42,11,Directed,13.2
42,14,Directed,13
42,18,Directed,12.8
42,15,Directed,12.6
42,4,Directed,12.4
42,19,Directed,12.2
42,29,Directed,12
42,33,Directed,11.8
42,39,Directed,11.6
42,38,Directed,11.3
42,25,Directed,11.1
42,6,Directed,10.9
42,2,Directed,10.7
42,35,Directed,10.5
42,23,Directed,10.3
42,37,Directed,10.1
42,40,Directed,9.9
42,21,Directed,9.7
42,12,Directed,9.5
42,34,Directed,9.3
42,24,Directed,9.1
42,3,Directed,8.8
42,32,Directed,8.6
42,31,Directed,8.4
42,30,Directed,8.2
42,28,Directed,8
